اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,Unnamed: 24,#CALC!,#N/A
أسواق فتح الله,,,12/26/2025 15:48,أدوات تنظيف,diva,divatol concentrated disinfectant liquid 250ml (2 bottles),ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله الفئة أدوات تنظيف offer أسواق فتح الله,مل,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/25/2025 21:57,منظفات منزلية,diva,diva concentrated disinfectant liquid 250ml 2 pieces,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله الفئة منظفات منزلية offer أسواق فتح الله offer أسواق فتح الله,250 مل 2 ق,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/23/2025 17:17,أدوات تنظيف,diva,divatol concentrated disinfectant liquid,ديفاتول سايل مطهر مركز 250 مل 2 ق,مركز الفئة أدوات تنظيف offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,عبوة,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,,merged_cleansed_output.xlsx,8585,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/22/2025 16:48,أدوات تنظيف,diva,divatol concentrated disinfectant liquid,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,2 عبوة 250 مل,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,Household Cleaning,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/21/2025 17:53,أدوات تنظيف,diva,divatol concentrated disinfectant liquid 250ml x 2,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,"2 bottles, 250 ml each",128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,Cleaning products,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/19/2025 16:22,أدوات تنظيف,diva,diva concentrated disinfectant liquid,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,2 bottles x 250 ml,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,Cleaning products,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,أدوات تنظيف,diva,divatol concentrated disinfectant liquid 250ml (2 bottles),ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,عبوة,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,,merged_cleansed_output.xlsx,8585,Household Cleaning,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/17/2025 16:39,أدوات تنظيف,diva,diva concentrated disinfectant liquid,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,2 عبوة 250 مل,128.0,118.0,7,جنيه,,SIM100_F1_flyer_8585_page_52.jpg,,117.76,merged_cleansed_output.xlsx,8585,Household Cleaning,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:33,أدوات تنظيف,diva,diva divatol concentrated disinfectant liquid 250ml,ديفاتول سايل مطهر مركز 250 مل 2 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,2 عبوة,128.0,118.0,7,جنيه,,page_52.jpg,flyer_8585,117.76,merged_cleansed_output.xlsx,8585,Cleaning Products,أدوات تنظيف,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:33,أطعمة -معلبات / تونة,3m,3m tuna chunks,ثري ام تونه قطعه واحده 185+15 جم زياده شرنك 2 قطعه,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,pack,154.0,118.0,23,جنيه,,page_29.jpg,flyer_8585,118.58,merged_cleansed_output.xlsx,8585,Canned Food,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:33,أطعمة مجمدة,great,great beef burger,جريت فودز برجر 25 ق,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,25 pieces,169.0,118.0,30,جنيه,,page_15.jpg,flyer_8585,118.3,merged_cleansed_output.xlsx,8585,Frozen Food,أطعمة مجمدة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:33,أطعمة -فراخ وطيور,فرانجو,whole frozen chicken,فرانجو دجاج مجمد,الفئة أطعمة -فراخ offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله الفئة أطعمة -فراخ وطيور offer أسواق فتح الله offer أسواق فتح الله,1000-1300 جم,216.75,118.75,45,جنيه,,page_14.jpg,flyer_8585,119.2125,merged_cleansed_output.xlsx,8585,Frozen Poultry,أطعمة -فراخ مجمدة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:24,أجهزة منزلية,toshiba,toshiba top load washing machine 8 kg pulsator - silver,توشيبا غساله توب 8 ك بالبلطمه- سيلفر,قيمة الخصم 500 offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,kg,12319.0,11819.0,4,جنيه,,page_9.jpg,flyer_8562,11826.24,merged_cleansed_output.xlsx,8562,APPLIANCES,أجهزة منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/26/2025 15:48,مستلزمات منزلية,,water bottle,زجاجه مياه ملونه 800 مل,ألوان بغطاء شاليموه offer أسواق فتح الله الفئة مستلزمات منزلية offer أسواق فتح الله,,139.0,119.0,14,جنيه,,SIM90_F2_flyer_8585_page_62.jpg,,119.54,merged_cleansed_output.xlsx,8585,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:34,مستلزمات منزلية,منترا,colored water bottle with straw lid,زجاجه مياه ملونه 800 مل الوان بغطاء شاليموه,ألوان بغطاء شاليموه offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,800 مل,139.0,119.0,14,جنيه,,page_62.jpg,flyer_8585,119.54,merged_cleansed_output.xlsx,8585,HOUSEWARE,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/26/2025 15:48,أجهزة تليفزيون والكترونيات,ester,hdmi cable,كابل اتش دي,offer أسواق فتح الله الفئة أجهزة تليفزيون والكترونيات offer أسواق فتح الله,1.8m,160.0,119.0,25,جنيه,,20251226_F1_flyer_8732_page_22.jpg,,118.4,merged_cleansed_output.xlsx,8732,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,مطبخ (أدوات طهي),hero plast,large transparent round bowl,هيرو بلاست بوله دايريه كبيره شفافه,شفافة الفئة مطبخ (أدوات) الفئة مطبخ (أدوات طهي) offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,بولة,209.0,119.0,43,جنيه,,20251218_F1_flyer_8293_page_35.jpg,,119.13,merged_cleansed_output.xlsx,8293,Serving Ware,أدوات مائدة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 12:58,مطبخ (أدوات طهي),hero plast,hero plast large transparent round bowl,هيرو بلاست بوله دايريه كبيره شفافه,شفافة الفئة مطبخ (أدوات) الفئة مطبخ (أدوات طهي) offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,بولة,209.0,119.0,43,جنيه,,page_35.jpg,flyer_8293,119.13,merged_cleansed_output.xlsx,8293,Serving Ware,أدوات مائدة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:33,أطعمة -معلبات / تونة,3m,3m shredded tuna hot easy open,ثري ام مفتت حار سهل 185 جم 4 قطع,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,pack,187.0,119.75,35,جنيه,,page_29.jpg,flyer_8585,119.68,merged_cleansed_output.xlsx,8585,Canned Food,أطعمة -معلبات / تونة,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,مطبخ (أدوات طهي),ideal home,lines pizza trays set,لاينز طقم صواني بيتزا 3 ق جرانيت (20.24.28),الفئة مطبخ (أدوات طهي) offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,3 pcs set,,1199.0,0,جنيه,,20251218_F1_flyer_8293_page_11.jpg,,,merged_cleansed_output.xlsx,8293,Bakeware,أدوات طهي,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 12:58,مطبخ (أدوات طهي),lines,lines pizza trays set granite,لاينز طقم صواني بيتزا 3 ق جرانيت (20.24.28),الفئة مطبخ (أدوات طهي) offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,3 pcs set,,1199.0,0,جنيه,,page_11.jpg,flyer_8293,,merged_cleansed_output.xlsx,8293,Bakeware / Trays,أدوات طهي,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:34,مفروشات ومنسوجات,لورين,lauren nana secret blanket,بطانيه لورين 5 ك نانا سيكرت,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,5 kg,1295.0,1199.0,7,جنيه,,page_55.jpg,flyer_8585,1191.4,merged_cleansed_output.xlsx,8585,Textile,مفروشات ومنسوجات,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/26/2025 15:48,أجهزة خلاطات,moulinex,moulinex blender blendio 450w with grinder lm2b2126eg,مولينكس خلاط بلينديو 450 وات مطحنه lm2b2126eg,offer أسواق فتح الله الفئة أجهزة خلاطات offer أسواق فتح الله,عبوة,1499.0,1199.0,20,جنيه,,SIM90_F2_flyer_8562_page_13.jpg,,1199.2,merged_cleansed_output.xlsx,8562,,,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/22/2025 16:48,أجهزة منزلية,moulinex,moulinex blendio blender 450w with grinder lm2b2126eg,مولينكس خلاط بلينديو 450 وات مطحنه lm2b2126eg,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,SIM95_F2_flyer_8562_page_13.jpg,,1199.2,merged_cleansed_output.xlsx,8562,Appliances,أجهزة منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/22/2025 16:48,أجهزة منزلية,moulinex,blender blendio lm2b2126eg,مولينكس خلاط بلينديو 450 وات مطحنه lm2b2126eg,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,SIM90_F2_flyer_8562_page_13.jpg,,1199.2,merged_cleansed_output.xlsx,8562,Appliances,أجهزة منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/22/2025 16:48,أجهزة خلاطات,moulinex,blender blendeo 450w with grinder lm2b2126eg,مولينكس خلاط بلينديو 450 وات مطحنه lm2b2126eg,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,SIM92_F2_flyer_8562_page_13.jpg,,1199.2,merged_cleansed_output.xlsx,8562,Blender,أجهزة خلاطات,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,مستلزمات منزلية,sakura,dish drainer aluminum,صفايه اطباق sakura الومنيوم (340-kw-25-10084),offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,20251218_F1_flyer_8293_page_43.jpg,,1199.2,merged_cleansed_output.xlsx,8293,Home Supplies,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,مستلزمات منزلية,sakura,dish drainer aluminum gold,صفايه اطباق sakura الومنيوم ذهبي kw-25- (10083-33),offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,20251218_F1_flyer_8293_page_43.jpg,,1199.2,merged_cleansed_output.xlsx,8293,Home Supplies,مستلزمات منزلية,merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/18/2025 19:23,مطبخ (أدوات طهي),luminarc,dinner set,لومينارك اركوبال اماراتي طقم عشاء 26 ق,الفئة مطبخ (أدوات طهي) offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,طقم,1499.0,1199.0,20,جنيه,,SIM92_F1_flyer_8293_page_24.jpg,,1199.2,merged_cleansed_output.xlsx,8293,Kitchenware,مطبخ (أدوات),merged_cleansed_output.xlsx,,,,
أسواق فتح الله,,,12/15/2025 13:24,أجهزة منزلية,moulinex,moulinex blendio blender 450w lm2b2126eg,مولينكس خلاط بلينديو 450 وات مطحنه lm2b2126eg,offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله offer أسواق فتح الله,,1499.0,1199.0,20,جنيه,,page_13.jpg,flyer_8562,1199.2,merged_cleansed_output.xlsx,8562,Appliances,أجهزة منزلية,merged_cleansed_output.xlsx,,,,
